"Correlation_Id","Dispatch_Id","Agent_Id","Queue_Id","Process_Id","Thread_Id","Grid_Size","Kernel_Id","Kernel_Name","Workgroup_Size","LDS_Block_Size","Scratch_Size","VGPR_Count","Accum_VGPR_Count","SGPR_Count","Counter_Name","Counter_Value","Start_Timestamp","End_Timestamp"
36,36,"Agent 2",1,1015970,1015970,16777216,790,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::BFloat16>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::BFloat16>, std::array<char*, 1ul>)",256,0,0,4,0,16,"SQ_CYCLES",3026536.000000,460167982635009,460167982669249
36,36,"Agent 2",1,1015970,1015970,16777216,790,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::BFloat16>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::BFloat16>, std::array<char*, 1ul>)",256,0,0,4,0,16,"SQ_WAVES",262144.000000,460167982635009,460167982669249
37,37,"Agent 2",1,1015970,1015970,524288,1510,"mxfp4_gluon_cpp_kernel(gluon_globals)",256,131072,0,256,0,112,"SPI_CSN_WAVE",8192.000000,460167982743610,460167989798402
37,37,"Agent 2",1,1015970,1015970,524288,1510,"mxfp4_gluon_cpp_kernel(gluon_globals)",256,131072,0,256,0,112,"SQ_BUSY_CYCLES",405153266.000000,460167982743610,460167989798402
37,37,"Agent 2",1,1015970,1015970,524288,1510,"mxfp4_gluon_cpp_kernel(gluon_globals)",256,131072,0,256,0,112,"SQ_CYCLES",412143408.000000,460167982743610,460167989798402
37,37,"Agent 2",1,1015970,1015970,524288,1510,"mxfp4_gluon_cpp_kernel(gluon_globals)",256,131072,0,256,0,112,"SQ_WAVES",8192.000000,460167982743610,460167989798402
38,38,"Agent 2",1,1015970,1015970,16777216,790,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::BFloat16>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::BFloat16>, std::array<char*, 1ul>)",256,0,0,4,0,16,"SPI_CSN_WAVE",262144.000000,460167989877963,460167989912203
38,38,"Agent 2",1,1015970,1015970,16777216,790,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::BFloat16>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::BFloat16>, std::array<char*, 1ul>)",256,0,0,4,0,16,"SQ_BUSY_CYCLES",2126207.000000,460167989877963,460167989912203
38,38,"Agent 2",1,1015970,1015970,16777216,790,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::BFloat16>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::BFloat16>, std::array<char*, 1ul>)",256,0,0,4,0,16,"SQ_CYCLES",3084916.000000,460167989877963,460167989912203
38,38,"Agent 2",1,1015970,1015970,16777216,790,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::BFloat16>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::BFloat16>, std::array<char*, 1ul>)",256,0,0,4,0,16,"SQ_WAVES",262144.000000,460167989877963,460167989912203
39,39,"Agent 2",1,1015970,1015970,524288,1510,"mxfp4_gluon_cpp_kernel(gluon_globals)",256,131072,0,256,0,112,"SPI_CSN_WAVE",8192.000000,460167989991884,460167997005276
39,39,"Agent 2",1,1015970,1015970,524288,1510,"mxfp4_gluon_cpp_kernel(gluon_globals)",256,131072,0,256,0,112,"SQ_BUSY_CYCLES",405757498.000000,460167989991884,460167997005276
39,39,"Agent 2",1,1015970,1015970,524288,1510,"mxfp4_gluon_cpp_kernel(gluon_globals)",256,131072,0,256,0,112,"SQ_CYCLES",411430204.000000,460167989991884,460167997005276
39,39,"Agent 2",1,1015970,1015970,524288,1510,"mxfp4_gluon_cpp_kernel(gluon_globals)",256,131072,0,256,0,112,"SQ_WAVES",8192.000000,460167989991884,460167997005276
40,40,"Agent 2",1,1015970,1015970,16777216,790,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::BFloat16>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::BFloat16>, std::array<char*, 1ul>)",256,0,0,4,0,16,"SPI_CSN_WAVE",262144.000000,460167997083356,460167997116997
40,40,"Agent 2",1,1015970,1015970,16777216,790,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::BFloat16>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::BFloat16>, std::array<char*, 1ul>)",256,0,0,4,0,16,"SQ_BUSY_CYCLES",2096352.000000,460167997083356,460167997116997
40,40,"Agent 2",1,1015970,1015970,16777216,790,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::BFloat16>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::BFloat16>, std::array<char*, 1ul>)",256,0,0,4,0,16,"SQ_CYCLES",2982824.000000,460167997083356,460167997116997
40,40,"Agent 2",1,1015970,1015970,16777216,790,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::BFloat16>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::BFloat16>, std::array<char*, 1ul>)",256,0,0,4,0,16,"SQ_WAVES",262144.000000,460167997083356,460167997116997
41,41,"Agent 2",1,1015970,1015970,524288,1510,"mxfp4_gluon_cpp_kernel(gluon_globals)",256,131072,0,256,0,112,"SPI_CSN_WAVE",8192.000000,460167997191318,460168004214109
41,41,"Agent 2",1,1015970,1015970,524288,1510,"mxfp4_gluon_cpp_kernel(gluon_globals)",256,131072,0,256,0,112,"SQ_BUSY_CYCLES",405752272.000000,460167997191318,460168004214109
41,41,"Agent 2",1,1015970,1015970,524288,1510,"mxfp4_gluon_cpp_kernel(gluon_globals)",256,131072,0,256,0,112,"SQ_CYCLES",410905244.000000,460167997191318,460168004214109
41,41,"Agent 2",1,1015970,1015970,524288,1510,"mxfp4_gluon_cpp_kernel(gluon_globals)",256,131072,0,256,0,112,"SQ_WAVES",8192.000000,460167997191318,460168004214109
42,42,"Agent 2",1,1015970,1015970,16777216,790,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::BFloat16>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::BFloat16>, std::array<char*, 1ul>)",256,0,0,4,0,16,"SPI_CSN_WAVE",262144.000000,460168004292630,460168004326391
42,42,"Agent 2",1,1015970,1015970,16777216,790,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::BFloat16>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::BFloat16>, std::array<char*, 1ul>)",256,0,0,4,0,16,"SQ_BUSY_CYCLES",2127004.000000,460168004292630,460168004326391
42,42,"Agent 2",1,1015970,1015970,16777216,790,"void at::native::vectorized_elementwise_kernel<8, at::native::FillFunctor<c10::BFloat16>, std::array<char*, 1ul> >(int, at::native::FillFunctor<c10::BFloat16>, std::array<char*, 1ul>)",256,0,0,4,0,16,"SQ_CYCLES",3030280.000000,460168004292630,460168004326391
